timestamp,open,high,low,close,volume,close_time,quote_volume,trades_count,taker_buy_volume,taker_buy_quote_volume,ignore,fundingRate
2025-03-20 19:04:00,84031.5,84042.0,84001.1,84017.5,66.819,1742497499999,5613976.90960,1356,34.409,2890984.72820,0,
2025-03-20 19:05:00,84017.5,84059.0,84016.1,84041.5,59.931,1742497559999,5036515.22830,1580,29.019,2438609.66680,0,
2025-03-20 19:06:00,84041.5,84069.3,84022.5,84028.8,47.565,1742497619999,3997451.24980,1633,22.871,1922110.70240,0,
2025-03-20 19:07:00,84028.8,84047.9,83982.8,83985.9,56.719,1742497679999,4764719.60090,1510,12.634,1061472.01710,0,
2025-03-20 19:08:00,83985.9,83985.9,83904.1,83908.0,180.546,1742497739999,15157302.26720,1874,43.031,3613201.42190,0,
2025-03-20 19:09:00,83908.1,83908.6,83871.2,83887.2,204.999,1742497799999,17196789.69050,2574,78.884,6617208.07630,0,
2025-03-20 19:10:00,83887.1,83946.1,83875.1,83946.1,85.737,1742497859999,7193596.93180,1984,59.956,5030616.42920,0,
2025-03-20 19:11:00,83946.1,83975.1,83916.0,83975.1,55.537,1742497919999,4661999.48890,1568,38.868,3262739.77970,0,
2025-03-20 19:12:00,83975.1,84004.4,83932.1,84000.1,93.429,1742497979999,7845241.37400,1687,39.089,3282506.02700,0,
2025-03-20 19:13:00,84000.1,84020.8,83975.6,83985.0,100.743,1742498039999,8462664.07040,1855,84.573,7104356.93790,0,
2025-03-20 19:14:00,83985.0,84004.0,83957.6,83957.6,30.06,1742498099999,2524562.68350,850,11.307,949631.05170,0,
2025-03-20 19:15:00,83957.6,84020.8,83946.2,84019.2,68.228,1742498159999,5730286.12570,2049,39.488,3316361.49630,0,
2025-03-20 19:16:00,84019.2,84043.5,83982.2,84024.7,73.014,1742498219999,6134239.12880,1746,28.346,2381508.85630,0,
2025-03-20 19:17:00,84024.8,84105.3,83990.5,84095.6,127.026,1742498279999,10677541.94420,2104,101.642,8544961.74450,0,
2025-03-20 19:18:00,84095.6,84118.4,84087.4,84093.4,126.214,1742498339999,10615430.28140,2287,39.123,3290378.95260,0,
2025-03-20 19:19:00,84093.3,84137.0,84093.3,84137.0,65.022,1742498399999,5469872.13830,1683,32.684,2749544.61580,0,
2025-03-20 19:20:00,84136.9,84197.9,84127.2,84176.7,460.202,1742498459999,38729594.73750,3759,407.473,34291867.49550,0,
2025-03-20 19:21:00,84176.6,84245.0,84159.7,84211.2,123.653,1742498519999,10413665.95180,2490,65.784,5539864.41600,0,
2025-03-20 19:22:00,84211.3,84232.4,84176.6,84193.7,215.327,1742498579999,18131061.45060,2312,119.852,10091458.28290,0,
2025-03-20 19:23:00,84193.8,84223.6,84172.5,84172.5,87.82,1742498639999,7394083.99260,1631,28.794,2424440.86390,0,
2025-03-20 19:24:00,84172.6,84190.1,84162.2,84190.0,81.191,1742498699999,6834328.51520,1193,52.625,4429795.90900,0,
2025-03-20 19:25:00,84190.0,84190.0,84100.2,84100.3,107.404,1742498759999,9037100.65650,1839,20.402,1716694.56140,0,
2025-03-20 19:26:00,84100.2,84124.9,84092.6,84111.1,83.511,1742498819999,7023514.90100,1425,52.032,4375944.11980,0,
2025-03-20 19:27:00,84111.1,84112.0,84078.0,84084.0,106.264,1742498879999,8936435.04200,1446,24.878,2092005.99220,0,
2025-03-20 19:28:00,84084.0,84087.5,84023.3,84024.9,264.059,1742498939999,22192116.02570,2498,29.654,2492101.86060,0,
2025-03-20 19:29:00,84025.0,84038.1,84008.7,84008.8,36.503,1742498999999,3067151.26220,887,17.251,1449537.26470,0,
2025-03-20 19:30:00,84008.7,84075.7,83995.4,84069.6,66.08,1742499059999,5552547.90530,1970,32.375,2720488.56490,0,
2025-03-20 19:31:00,84069.7,84128.9,84069.7,84103.1,54.917,1742499119999,4619073.65190,1274,22.946,1929873.98150,0,
2025-03-20 19:32:00,84103.1,84178.0,84095.8,84172.4,157.099,1742499179999,13218988.71510,2287,127.604,10737886.70660,0,
2025-03-20 19:33:00,84172.3,84207.9,84138.0,84151.3,247.774,1742499239999,20854858.14280,1965,191.257,16098044.20510,0,
2025-03-20 19:34:00,84151.2,84174.5,84133.0,84144.0,43.962,1742499299999,3699379.61340,939,15.117,1272038.18730,0,
2025-03-20 19:35:00,84144.0,84220.0,84131.0,84200.0,64.274,1742499359999,5411642.02530,1407,29.964,2522790.90760,0,
2025-03-20 19:36:00,84200.1,84222.5,84182.5,84222.4,61.277,1742499419999,5159371.41740,1183,25.244,2125548.56330,0,
2025-03-20 19:37:00,84222.4,84238.1,84173.4,84173.4,66.2,1742499479999,5574726.05300,1472,20.912,1761208.85930,0,
2025-03-20 19:38:00,84173.4,84177.0,84129.9,84129.9,42.507,1742499539999,3577362.60520,1028,13.258,1115762.83250,0,
2025-03-20 19:39:00,84129.9,84169.8,84117.4,84158.3,174.94,1742499599999,14720731.47930,1517,145.797,12268722.88880,0,
2025-03-20 19:40:00,84158.3,84244.0,84158.2,84236.0,106.925,1742499659999,9005152.08040,1413,93.168,7846367.20500,0,
2025-03-20 19:41:00,84235.9,84291.4,84235.9,84291.1,129.732,1742499719999,10932011.93790,2002,93.998,7920993.24430,0,
2025-03-20 19:42:00,84291.2,84291.2,84260.0,84275.5,165.766,1742499779999,13970027.62870,1304,50.046,4217389.92960,0,
2025-03-20 19:43:00,84275.4,84279.1,84245.6,84256.2,82.598,1742499839999,6959948.77360,1224,40.935,3449296.12500,0,
2025-03-20 19:44:00,84256.2,84325.0,84256.2,84314.7,265.586,1742499899999,22388687.38780,1884,245.563,20700780.56820,0,
2025-03-20 19:45:00,84314.8,84346.6,84300.8,84305.7,179.39,1742499959999,15127674.28790,2575,110.992,9359929.00920,0,
2025-03-20 19:46:00,84305.8,84325.8,84290.6,84324.5,70.243,1742500019999,5921766.62290,1579,25.868,2180795.69560,0,
2025-03-20 19:47:00,84324.5,84380.0,84316.1,84362.6,284.772,1742500079999,24021644.74540,2860,231.537,19530912.83330,0,
2025-03-20 19:48:00,84362.5,84371.7,84317.0,84325.1,91.145,1742500139999,7687080.02200,1916,62.251,5250129.13280,0,
2025-03-20 19:49:00,84325.1,84364.1,84316.3,84364.1,52.456,1742500199999,4423627.87790,1195,32.334,2726572.00920,0,
2025-03-20 19:50:00,84364.1,84365.9,84259.1,84273.2,164.345,1742500259999,13856648.46530,2607,32.591,2747494.14440,0,
2025-03-20 19:51:00,84273.2,84298.4,84238.0,84240.0,82.693,1742500319999,6967717.27000,2241,21.434,1806212.57510,0,
2025-03-20 19:52:00,84240.1,84263.6,84203.6,84214.1,55.264,1742500379999,4654905.62130,1179,9.170,772367.95650,0,
2025-03-20 19:53:00,84214.2,84214.2,84162.5,84183.7,95.641,1742500439999,8051450.97050,1543,30.970,2606982.96820,0,
2025-03-20 19:54:00,84183.8,84241.1,84171.9,84218.0,70.153,1742500499999,5907803.56750,1678,46.114,3883246.51480,0,
2025-03-20 19:55:00,84218.0,84300.0,84218.0,84256.9,166.047,1742500559999,13992923.01310,2770,68.630,5783141.71530,0,
2025-03-20 19:56:00,84256.9,84256.9,84196.7,84202.8,58.285,1742500619999,4909087.25340,1229,20.654,1739398.74600,0,
2025-03-20 19:57:00,84202.9,84207.4,84164.6,84181.3,63.267,1742500679999,5326434.94480,1130,18.852,1587012.51900,0,
2025-03-20 19:58:00,84181.3,84205.6,84136.9,84142.7,175.208,1742500739999,14745553.16030,2236,28.809,2424786.85970,0,
2025-03-20 19:59:00,84142.6,84142.6,84081.8,84129.3,387.854,1742500799999,32622168.55710,4295,182.358,15338127.00170,0,
2025-03-20 20:00:00,84129.3,84155.0,84093.2,84147.2,67.914,1742500859999,5713191.08830,1565,31.928,2685724.71550,0,
2025-03-20 20:01:00,84147.2,84179.7,84120.5,84179.6,54.473,1742500919999,4583627.54690,1202,37.164,3127343.18940,0,
2025-03-20 20:02:00,84179.7,84199.9,84171.0,84171.0,55.175,1742500979999,4645320.89740,1041,28.616,2409190.60260,0,
2025-03-20 20:03:00,84171.1,84171.1,84155.0,84170.6,29.942,1742501039999,2520123.57680,523,8.624,725832.40720,0,
2025-03-20 20:04:00,84170.7,84216.0,84143.3,84216.0,78.708,1742501099999,6624982.96000,1423,38.800,3266031.27470,0,
2025-03-20 20:05:00,84216.0,84236.4,84216.0,84232.3,151.651,1742501159999,12772481.43190,835,127.301,10721508.68200,0,
2025-03-20 20:06:00,84232.2,84275.1,84208.9,84209.0,133.163,1742501219999,11219953.91470,1526,90.997,7667620.46690,0,
2025-03-20 20:07:00,84208.9,84208.9,84155.4,84160.3,65.508,1742501279999,5514751.92250,929,17.413,1466055.55120,0,
2025-03-20 20:08:00,84160.3,84167.6,84156.0,84167.5,49.718,1742501339999,4184167.48460,511,38.951,3278024.37030,0,
2025-03-20 20:09:00,84167.4,84167.5,84147.8,84149.9,21.864,1742501399999,1839994.54250,409,4.797,403673.87780,0,
2025-03-20 20:10:00,84149.9,84150.1,84149.9,84150.0,17.33,1742501459999,1458319.88940,295,7.856,661083.08700,0,
2025-03-20 20:11:00,84150.1,84182.0,84150.0,84181.9,91.259,1742501519999,7681838.60670,1101,35.869,3019102.09680,0,
2025-03-20 20:12:00,84182.0,84244.0,84181.9,84219.4,145.839,1742501579999,12281141.76060,1434,133.384,11232007.18570,0,
2025-03-20 20:13:00,84219.4,84221.9,84208.1,84215.3,22.884,1742501639999,1927159.58900,619,10.410,876680.80240,0,
2025-03-20 20:14:00,84215.4,84227.8,84215.3,84218.6,17.508,1742501699999,1474515.33420,402,8.704,733036.81740,0,
2025-03-20 20:15:00,84218.6,84228.0,84200.0,84210.7,44.694,1742501759999,3763618.57850,1030,19.091,1607626.76830,0,
2025-03-20 20:16:00,84210.8,84282.0,84210.7,84282.0,48.896,1742501819999,4120074.36720,1177,35.751,3012314.23890,0,
2025-03-20 20:17:00,84281.9,84293.5,84278.8,84293.3,110.56,1742501879999,9318482.47670,1054,79.220,6676954.78600,0,
2025-03-20 20:18:00,84293.3,84315.1,84293.2,84315.1,77.223,1742501939999,6509903.34760,785,72.771,6134578.19210,0,
2025-03-20 20:19:00,84315.0,84347.2,84315.0,84346.6,62.129,1742501999999,5239345.78980,1156,44.435,3747097.17070,0,
2025-03-20 20:20:00,84346.6,84346.6,84321.8,84326.0,98.251,1742502059999,8285278.98260,1087,37.226,3139059.42070,0,
2025-03-20 20:21:00,84326.0,84361.0,84325.9,84360.9,129.523,1742502119999,10924712.68280,1027,114.362,9645922.75460,0,
2025-03-20 20:22:00,84361.0,84480.0,84359.1,84473.8,534.411,1742502179999,45111909.38550,5063,424.527,35834392.89740,0,
2025-03-20 20:23:00,84473.9,84473.9,84412.7,84419.1,128.117,1742502239999,10818706.64390,1564,41.531,3506492.93650,0,
2025-03-20 20:24:00,84419.0,84419.0,84410.2,84410.2,19.496,1742502299999,1645718.14510,503,9.074,765952.96940,0,
2025-03-20 20:25:00,84410.2,84410.3,84400.0,84400.0,58.452,1742502359999,4933474.06270,1588,34.600,2920296.94510,0,
2025-03-20 20:26:00,84400.1,84455.0,84377.3,84449.0,211.269,1742502419999,17833873.11010,1593,117.170,9891517.31860,0,
2025-03-20 20:27:00,84449.1,84497.0,84445.4,84479.0,137.171,1742502479999,11588591.73400,1735,89.749,7582027.79480,0,
2025-03-20 20:28:00,84479.1,84479.1,84450.6,84467.3,45.747,1742502539999,3864130.32330,750,14.333,1210542.18250,0,
2025-03-20 20:29:00,84467.4,84493.5,84448.9,84449.0,135.213,1742502599999,11422390.35430,1422,93.326,7884147.38280,0,
2025-03-20 20:30:00,84449.0,84449.0,84439.8,84439.8,20.512,1742502659999,1732155.02720,476,4.510,380850.27660,0,
2025-03-20 20:31:00,84439.8,84459.5,84432.9,84432.9,25.158,1742502719999,2124553.03880,758,11.866,1002040.85280,0,
2025-03-20 20:32:00,84432.9,84433.0,84401.1,84401.2,30.633,1742502779999,2586069.14590,647,2.109,178039.89360,0,
2025-03-20 20:33:00,84401.2,84401.2,84381.9,84388.9,42.169,1742502839999,3558612.77100,771,12.588,1062244.14810,0,
2025-03-20 20:34:00,84388.8,84420.0,84388.8,84417.5,31.438,1742502899999,2653662.99290,654,18.963,1600555.96630,0,
2025-03-20 20:35:00,84417.6,84457.5,84413.2,84451.3,61.649,1742502959999,5204990.63170,777,48.130,4063447.40920,0,
2025-03-20 20:36:00,84451.2,84451.3,84424.6,84428.8,32.613,1742503019999,2753797.67360,765,6.492,548130.26500,0,
2025-03-20 20:37:00,84428.8,84440.0,84394.1,84400.4,138.2,1742503079999,11666005.65070,1236,7.759,655064.86620,0,
2025-03-20 20:38:00,84400.4,84439.9,84400.3,84437.5,40.13,1742503139999,3387724.31160,755,21.907,1849260.92050,0,
2025-03-20 20:39:00,84437.4,84524.8,84437.4,84483.6,140.979,1742503199999,11912489.54080,2700,104.348,8817195.65110,0,
2025-03-20 20:40:00,84483.6,84488.0,84457.0,84487.9,55.736,1742503259999,4708227.54180,913,33.918,2865142.77010,0,
2025-03-20 20:41:00,84488.0,84505.9,84488.0,84505.9,41.035,1742503319999,3467156.26710,868,28.277,2389205.12530,0,
2025-03-20 20:42:00,84505.8,84542.7,84505.8,84512.3,156.96,1742503379999,13267602.78980,1860,119.392,10091988.68120,0,
2025-03-20 20:43:00,84512.3,84532.1,84503.3,84525.1,51.396,1742503439999,4343735.13240,971,30.956,2616209.78910,0,
2025-03-20 20:44:00,84525.2,84530.0,84498.3,84498.3,66.316,1742503499999,5604537.65380,1138,31.455,2658252.49850,0,
2025-03-20 20:45:00,84498.3,84498.3,84453.0,84453.0,39.181,1742503559999,3309949.14690,1088,6.499,549048.55670,0,
2025-03-20 20:46:00,84453.1,84513.9,84453.0,84500.6,61.312,1742503619999,5179619.34870,1141,29.384,2482171.54970,0,
2025-03-20 20:47:00,84500.6,84506.7,84473.4,84473.5,59.353,1742503679999,5015098.16670,735,10.784,911283.01410,0,
2025-03-20 20:48:00,84473.5,84473.5,84450.0,84450.0,29.039,1742503739999,2452729.87360,546,11.452,967272.50840,0,
2025-03-20 20:49:00,84450.0,84500.9,84450.0,84500.9,27.386,1742503799999,2313267.39420,785,18.761,1584762.92740,0,
2025-03-20 20:50:00,84500.9,84571.7,84498.6,84533.5,246.237,1742503859999,20815613.09610,2183,209.732,17730100.64570,0,
2025-03-20 20:51:00,84533.5,84560.4,84533.4,84550.5,78.179,1742503919999,6610025.67820,1082,49.408,4177331.55420,0,
2025-03-20 20:52:00,84550.4,84550.5,84533.5,84533.5,47.341,1742503979999,4002311.58790,589,6.421,542858.71470,0,
2025-03-20 20:53:00,84533.6,84546.8,84533.5,84539.8,42.282,1742504039999,3574419.57700,712,25.715,2173858.74950,0,
2025-03-20 20:54:00,84539.7,84539.7,84480.0,84512.5,224.644,1742504099999,18986496.63870,1665,36.567,3089533.63060,0,
2025-03-20 20:55:00,84512.4,84529.2,84487.1,84487.1,59.213,1742504159999,5004385.70970,1157,18.524,1565415.56950,0,
2025-03-20 20:56:00,84487.2,84530.0,84481.2,84511.5,40.046,1742504219999,3383926.59820,998,31.566,2667287.70690,0,
2025-03-20 20:57:00,84511.6,84511.6,84475.4,84480.6,29.78,1742504279999,2516317.34260,621,9.800,828047.83770,0,
2025-03-20 20:58:00,84480.6,84505.7,84478.8,84500.0,65.078,1742504339999,5498349.99820,1035,31.970,2701214.72920,0,
2025-03-20 20:59:00,84500.1,84511.6,84483.1,84490.0,127.757,1742504399999,10795390.98110,1251,57.795,4884030.41140,0,
2025-03-20 21:00:00,84490.1,84514.7,84474.0,84485.1,136.856,1742504459999,11562557.11100,1800,35.385,2989468.53930,0,
2025-03-20 21:01:00,84485.2,84520.0,84485.0,84513.1,50.05,1742504519999,4229227.40050,1044,23.774,2008945.59350,0,
2025-03-20 21:02:00,84513.1,84515.6,84504.9,84515.5,27.708,1742504579999,2341650.03070,562,10.566,892938.59180,0,
2025-03-20 21:03:00,84515.5,84582.8,84509.4,84546.8,194.02,1742504639999,16405460.28640,2053,158.728,13421443.47490,0,
2025-03-20 21:04:00,84546.8,84546.8,84513.1,84525.8,27.288,1742504699999,2306655.62950,832,12.596,1064748.00340,0,
2025-03-20 21:05:00,84525.8,84550.0,84525.8,84526.3,20.95,1742504759999,1771048.50160,687,10.194,861735.75700,0,
2025-03-20 21:06:00,84526.3,84526.4,84509.8,84509.8,23.41,1742504819999,1978683.90530,416,3.250,274692.01710,0,
2025-03-20 21:07:00,84509.8,84509.8,84493.0,84499.4,37.096,1742504879999,3134474.42100,731,14.111,1192314.75270,0,
2025-03-20 21:08:00,84499.4,84536.8,84497.2,84520.0,45.135,1742504939999,3814742.66590,1028,15.571,1315929.97610,0,
2025-03-20 21:09:00,84520.1,84520.1,84480.4,84480.4,37.056,1742504999999,3130907.38480,636,3.390,286428.08740,0,
2025-03-20 21:10:00,84480.4,84480.5,84450.0,84450.0,63.199,1742505059999,5338132.18400,995,31.250,2639404.90460,0,
2025-03-20 21:11:00,84450.1,84450.1,84383.3,84383.4,110.725,1742505119999,9347462.82700,1528,9.127,770603.86540,0,
2025-03-20 21:12:00,84383.3,84400.0,84293.3,84293.4,276.765,1742505179999,23343903.61610,2983,98.491,8308400.36110,0,
2025-03-20 21:13:00,84293.3,84323.5,84281.0,84323.5,115.273,1742505239999,9717106.02050,1393,79.591,6709361.04300,0,
2025-03-20 21:14:00,84323.4,84323.5,84295.9,84295.9,82.674,1742505299999,6970421.47840,936,22.648,1909483.83840,0,
2025-03-20 21:15:00,84296.0,84296.0,84260.4,84279.9,127.232,1742505359999,10722212.52310,1375,25.556,2153620.63590,0,
2025-03-20 21:16:00,84279.9,84300.0,84279.8,84285.8,29.431,1742505419999,2480744.42000,632,12.464,1050586.04260,0,
2025-03-20 21:17:00,84285.8,84285.9,84237.2,84247.3,70.083,1742505479999,5904908.56310,1202,15.629,1316619.33620,0,
2025-03-20 21:18:00,84247.4,84250.0,84205.6,84212.8,124.597,1742505539999,10494173.22800,1418,33.764,2843660.86900,0,
2025-03-20 21:19:00,84212.9,84256.0,84212.9,84250.1,46.644,1742505599999,3929102.81570,1029,33.507,2822427.64000,0,
2025-03-20 21:20:00,84250.1,84298.0,84250.0,84298.0,38.672,1742505659999,3259443.27060,892,32.129,2707916.60190,0,
2025-03-20 21:21:00,84298.0,84298.0,84290.9,84291.0,14.064,1742505719999,1185481.75540,395,6.789,572254.60200,0,
2025-03-20 21:22:00,84291.0,84291.0,84290.9,84290.9,10.622,1742505779999,895338.50820,360,5.684,479110.04400,0,
2025-03-20 21:23:00,84290.9,84298.0,84281.4,84298.0,32.42,1742505839999,2732556.48280,562,18.531,1561876.19870,0,
2025-03-20 21:24:00,84297.9,84298.4,84295.1,84295.1,19.227,1742505899999,1620787.24490,359,13.132,1106997.78440,0,
2025-03-20 21:25:00,84295.1,84300.0,84278.0,84299.9,26.549,1742505959999,2237713.02890,686,12.745,1074228.73350,0,
2025-03-20 21:26:00,84299.9,84300.0,84299.9,84300.0,12.257,1742506019999,1033264.76840,339,8.941,753726.30000,0,
2025-03-20 21:27:00,84300.0,84300.0,84299.9,84300.0,13.397,1742506079999,1129366.75920,436,9.989,842072.70000,0,
2025-03-20 21:28:00,84300.0,84314.4,84299.9,84314.4,13.734,1742506139999,1157830.27270,496,10.014,844223.85170,0,
2025-03-20 21:29:00,84315.0,84387.6,84314.9,84387.5,168.583,1742506199999,14220654.02560,1859,131.474,11089932.22660,0,
2025-03-20 21:30:00,84387.6,84514.6,84387.5,84505.2,216.951,1742506259999,18321936.82780,2459,172.835,14596289.40970,0,
2025-03-20 21:31:00,84505.2,84536.5,84505.1,84526.4,83.202,1742506319999,7032463.07080,1069,58.373,4933843.91020,0,
2025-03-20 21:32:00,84526.3,84526.4,84505.0,84505.0,57.056,1742506379999,4822108.04460,772,10.795,912335.66680,0,
2025-03-20 21:33:00,84505.0,84505.1,84495.3,84495.4,29.644,1742506439999,2504870.54040,427,11.528,974086.33970,0,
2025-03-20 21:34:00,84495.3,84495.4,84458.2,84458.2,38.552,1742506499999,3256559.69920,563,11.952,1009506.55320,0,
2025-03-20 21:35:00,84458.2,84458.3,84433.9,84433.9,34.28,1742506559999,2894896.19740,432,3.753,316953.45460,0,
2025-03-20 21:36:00,84433.9,84433.9,84406.5,84406.6,28.596,1742506619999,2413978.91590,422,6.842,577579.96420,0,
2025-03-20 21:37:00,84406.5,84472.5,84406.5,84472.5,43.632,1742506679999,3683844.67140,949,39.224,3311622.21610,0,
2025-03-20 21:38:00,84472.5,84485.3,84426.0,84426.0,31.224,1742506739999,2637540.19690,801,4.988,421333.80140,0,
2025-03-20 21:39:00,84425.9,84426.1,84394.3,84394.3,38.257,1742506799999,3229485.56700,855,12.852,1084824.75680,0,
2025-03-20 21:40:00,84394.3,84434.2,84355.7,84434.1,31.199,1742506859999,2632474.18080,994,16.413,1384878.24040,0,
2025-03-20 21:41:00,84434.2,84479.9,84401.0,84416.3,68.614,1742506919999,5794136.89140,1404,33.352,2816430.38800,0,
2025-03-20 21:42:00,84416.2,84468.4,84404.4,84458.2,42.103,1742506979999,3555266.42590,1081,24.339,2055216.16100,0,
2025-03-20 21:43:00,84458.2,84500.0,84458.1,84500.0,25.004,1742507039999,2112187.18460,872,16.877,1425697.86620,0,
2025-03-20 21:44:00,84499.9,84510.4,84430.6,84444.3,33.9,1742507099999,2863485.92050,1245,26.159,2209651.35530,0,
2025-03-20 21:45:00,84444.3,84449.2,84444.2,84449.2,9.459,1742507159999,798770.83780,260,7.624,643813.87860,0,
2025-03-20 21:46:00,84449.1,84449.2,84401.0,84401.0,23.548,1742507219999,1988071.27580,727,7.605,642117.74470,0,
2025-03-20 21:47:00,84401.0,84401.1,84356.4,84356.4,21.336,1742507279999,1800245.06900,659,4.552,384097.38290,0,
2025-03-20 21:48:00,84356.4,84356.5,84337.2,84337.3,22.62,1742507339999,1908008.14390,704,7.855,662555.33210,0,
2025-03-20 21:49:00,84337.2,84337.3,84332.7,84332.8,13.949,1742507399999,1176383.13820,418,6.627,558889.19310,0,
2025-03-20 21:50:00,84332.7,84337.3,84332.7,84337.3,11.042,1742507459999,931203.03370,422,8.492,716154.50470,0,
2025-03-20 21:51:00,84337.2,84337.3,84332.0,84332.1,7.797,1742507519999,657557.14860,311,3.041,256461.54970,0,
2025-03-20 21:52:00,84332.0,84361.1,84332.0,84361.1,16.494,1742507579999,1391282.54180,665,9.397,792645.12340,0,
2025-03-20 21:53:00,84361.2,84361.2,84300.0,84306.3,38.419,1742507639999,3239661.86250,1001,7.630,643357.08990,0,
2025-03-20 21:54:00,84306.4,84312.7,84306.3,84311.1,14.273,1742507699999,1203371.43520,465,7.537,635446.79510,0,
2025-03-20 21:55:00,84311.2,84319.2,84311.1,84319.2,12.946,1742507759999,1091550.97400,375,8.400,708255.63480,0,
2025-03-20 21:56:00,84319.1,84319.2,84300.1,84310.1,22.078,1742507819999,1861353.65350,570,12.228,1030880.60010,0,
2025-03-20 21:57:00,84310.1,84310.1,84252.7,84279.9,28.904,1742507879999,2435816.96090,1131,12.653,1066148.55530,0,
